date,road,fixed_corridor,observation_time,time_block,day,weather,temperature,rain_chance,traffic_level,traffic_score,traffic_pattern,congestion_location,day_encoded,traffic_pattern_encoded,traffic_level_encoded,congestion_location_encoded
2026-08-04,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 17:39:00,2026-08-19 17:00:00,Friday,light rain,25.3,0.27,high,3,R,junction,4,2,2.0,2
2026-08-20,lagos-badagry expressway,mile2-festac,2026-08-19 10:23:00,2026-08-19 10:00:00,Saturday,mostly cloudy,26.7,0.18,low,1,G/R,road segment,5,4,0.0,1
2026-08-13,lagos-ibadan expressway,ojota-berger,2026-08-19 22:35:00,2026-08-19 22:00:00,Thursday,cloudy,25.3,0.1,low,1,G/Y,road segment,3,3,0.0,1
2026-09-03,lagos-ibadan expressway,ojota-berger,2026-08-19 15:02:00,2026-08-19 15:00:00,Tuesday,light rain,25.5,0.39,medium,2,Y,road segment,1,1,1.0,1
2026-08-13,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 07:02:00,2026-08-19 07:00:00,Monday,mostly cloudy,24.3,0.12,high,3,G/Y/R,road segment,0,6,2.0,1
2026-08-11,ikorodu road,unknown,2026-08-19 19:37:00,2026-08-19 19:00:00,Thursday,partly sunny,26.2,0.08,high,3,R,junction,3,2,2.0,2
2026-09-06,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 08:54:00,2026-08-19 08:00:00,Wednesday,light rain,23.4,0.29,high,3,Y/R,junction,2,5,2.0,2
2026-08-22,third mainland bridge,oworonshole-adekunle,2026-08-19 16:33:00,2026-08-19 16:00:00,Thursday,cloudy,27.3,0.1,high,3,G/Y/R,junction,3,6,2.0,2
2026-08-21,third mainland bridge,oworonshole-adekunle,2026-08-19 06:24:00,2026-08-19 06:00:00,Tuesday,light rain,23.0,0.38,low,1,G/R,road segment,1,4,0.0,1
2026-09-08,ikorodu road,unknown,2026-08-19 07:36:00,2026-08-19 07:00:00,Tuesday,mostly cloudy,25.2,0.16,high,3,Y/R,junction,1,5,2.0,2
2026-09-03,apapa-oshodi expressway,mile2-oshodi,2026-08-19 13:36:00,2026-08-19 13:00:00,Thursday,cloudy,26.8,0.15,medium,2,G/Y/R,junction,3,6,1.0,2
2026-08-09,funsho williams avenue,unknown,2026-08-19 09:10:00,2026-08-19 09:00:00,Tuesday,light rain,25.2,0.24,high,3,R,road segment,1,2,2.0,1
2026-08-05,funsho williams avenue,unknown,2026-08-19 13:58:00,2026-08-19 13:00:00,Monday,partly sunny,25.6,0.1,low,1,G/R,none evident,0,4,0.0,0
2026-08-16,apapa-oshodi expressway,mile2-oshodi,2026-08-19 20:30:00,2026-08-19 20:00:00,Thursday,heavy rain,22.3,0.82,low,1,G,road segment,3,0,0.0,1
2026-08-10,apapa-oshodi expressway,mile2-oshodi,2026-08-19 09:33:00,2026-08-19 09:00:00,Wednesday,heavy rain,22.8,0.85,medium,2,G/Y/R,mixed,2,6,1.0,3
2026-08-11,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 14:57:00,2026-08-19 14:00:00,Thursday,mostly cloudy,26.2,0.11,medium,2,G/Y,mixed,3,3,1.0,3
2026-09-05,ikorodu road,unknown,2026-08-19 11:30:00,2026-08-19 11:00:00,Thursday,heavy rain,22.5,0.83,low,1,G,road segment,3,0,0.0,1
2026-09-02,ikorodu road,unknown,2026-08-19 20:53:00,2026-08-19 20:00:00,Sunday,light rain,24.7,0.24,low,1,G,road segment,6,0,0.0,1
2026-08-23,apapa-oshodi expressway,mile2-oshodi,2026-08-19 16:37:00,2026-08-19 16:00:00,Saturday,heavy rain,23.0,0.66,high,3,Y/R,road segment,5,5,2.0,1
2026-08-12,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 12:47:00,2026-08-19 12:00:00,Monday,partly sunny,25.7,0.09,medium,2,Y/R,road segment,0,5,1.0,1
2026-08-30,apapa-oshodi expressway,mile2-oshodi,2026-08-19 21:24:00,2026-08-19 21:00:00,Saturday,mostly cloudy,26.9,0.17,low,1,G,road segment,5,0,0.0,1
2026-08-11,apapa-oshodi expressway,mile2-oshodi,2026-08-19 13:01:00,2026-08-19 13:00:00,Sunday,partly sunny,25.9,0.12,medium,2,G/Y,mixed,6,3,1.0,3
2026-08-30,lagos-badagry expressway,mile2-festac,2026-08-19 14:09:00,2026-08-19 14:00:00,Wednesday,partly sunny,25.6,0.07,medium,2,Y/R,road segment,2,5,1.0,1
2026-09-09,third mainland bridge,oworonshole-adekunle,2026-08-19 16:01:00,2026-08-19 16:00:00,Tuesday,light rain,24.2,0.21,high,3,R,road segment,1,2,2.0,1
2026-08-04,apapa-oshodi expressway,mile2-oshodi,2026-08-19 17:58:00,2026-08-19 17:00:00,Monday,mostly cloudy,25.7,0.12,high,3,R,mixed,0,2,2.0,3
2026-08-21,apapa-oshodi expressway,mile2-oshodi,2026-08-19 13:20:00,2026-08-19 13:00:00,Thursday,partly sunny,27.6,0.15,low,1,G,none evident,3,0,0.0,0
2026-08-24,lagos-badagry expressway,mile2-festac,2026-08-19 11:33:00,2026-08-19 11:00:00,Saturday,light rain,24.2,0.35,low,1,G,road segment,5,0,0.0,1
2026-08-04,lagos-badagry expressway,mile2-festac,2026-08-19 07:47:00,2026-08-19 07:00:00,Thursday,light rain,24.2,0.35,high,3,G/Y/R,road segment,3,6,2.0,1
2026-08-15,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 07:06:00,2026-08-19 07:00:00,Monday,mostly cloudy,24.3,0.15,high,3,Y/R,road segment,0,5,2.0,1
2026-09-11,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 16:56:00,2026-08-19 16:00:00,Sunday,cloudy,25.9,0.13,high,3,R,junction,6,2,2.0,2
2026-09-14,funsho williams avenue,unknown,2026-08-19 22:33:00,2026-08-19 22:00:00,Wednesday,mostly cloudy,24.1,0.19,low,1,G/R,none evident,2,4,0.0,0
2026-08-26,lagos-ibadan expressway,ojota-berger,2026-08-19 19:31:00,2026-08-19 19:00:00,Thursday,heavy rain,22.7,0.56,high,3,G/Y/R,road segment,3,6,2.0,1
2026-08-23,funsho williams avenue,unknown,2026-08-19 19:55:00,2026-08-19 19:00:00,Tuesday,light rain,25.0,0.23,high,3,R,mixed,1,2,2.0,3
2026-09-01,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 17:47:00,2026-08-19 17:00:00,Wednesday,heavy rain,23.5,0.59,high,3,G/Y/R,junction,2,6,2.0,2
2026-08-25,lagos-ibadan expressway,ojota-berger,2026-08-19 15:15:00,2026-08-19 15:00:00,Friday,mostly cloudy,24.8,0.13,medium,2,G/Y,road segment,4,3,1.0,1
2026-08-24,lagos-badagry expressway,mile2-festac,2026-08-19 15:40:00,2026-08-19 15:00:00,Wednesday,cloudy,27.5,0.11,medium,2,G/Y,junction,2,3,1.0,2
2026-09-07,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 14:38:00,2026-08-19 14:00:00,Sunday,partly sunny,27.8,0.08,medium,2,G/Y/R,road segment,6,6,1.0,1
2026-08-03,apapa-oshodi expressway,mile2-oshodi,2026-08-19 18:41:00,2026-08-19 18:00:00,Friday,mostly cloudy,26.1,0.15,high,3,R,mixed,4,2,2.0,3
2026-08-07,lagos-ibadan expressway,ojota-berger,2026-08-19 20:24:00,2026-08-19 20:00:00,Friday,heavy rain,23.3,0.69,low,1,G/R,none evident,4,4,0.0,0
2026-09-04,apapa-oshodi expressway,mile2-oshodi,2026-08-19 20:27:00,2026-08-19 20:00:00,Thursday,light rain,24.3,0.4,low,1,G/R,road segment,3,4,0.0,1
2026-08-02,third mainland bridge,oworonshole-adekunle,2026-08-19 08:18:00,2026-08-19 08:00:00,Monday,heavy rain,23.5,0.68,high,3,Y/R,junction,0,5,2.0,2
2026-08-03,funsho williams avenue,unknown,2026-08-19 12:02:00,2026-08-19 12:00:00,Wednesday,partly sunny,28.1,0.12,low,1,G/Y,none evident,2,3,0.0,0
2026-09-03,lagos-ibadan expressway,ojota-berger,2026-08-19 11:10:00,2026-08-19 11:00:00,Tuesday,heavy rain,24.3,0.83,low,1,G/Y,none evident,1,3,0.0,0
2026-08-02,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 22:21:00,2026-08-19 22:00:00,Monday,cloudy,25.2,0.24,low,1,G/Y,none evident,0,3,0.0,0
2026-08-14,ikorodu road,unknown,2026-08-19 15:14:00,2026-08-19 15:00:00,Monday,heavy rain,23.1,0.84,medium,2,G/Y,junction,0,3,1.0,2
2026-08-28,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 18:36:00,2026-08-19 18:00:00,Thursday,mostly cloudy,26.2,0.1,high,3,R,junction,3,2,2.0,2
2026-09-08,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 06:54:00,2026-08-19 06:00:00,Wednesday,mostly cloudy,26.7,0.18,low,1,G,none evident,2,0,0.0,0
2026-08-10,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 16:32:00,2026-08-19 16:00:00,Tuesday,mostly cloudy,25.9,0.18,medium,2,Y/R,mixed,1,5,1.0,3
2026-08-09,lagos-badagry expressway,mile2-festac,2026-08-19 16:45:00,2026-08-19 16:00:00,Saturday,mostly cloudy,26.9,0.11,high,3,R,junction,5,2,2.0,2
2026-09-03,third mainland bridge,oworonshole-adekunle,2026-08-19 20:19:00,2026-08-19 20:00:00,Thursday,partly sunny,25.2,0.06,medium,2,Y/R,mixed,3,5,1.0,3
2026-09-13,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 09:55:00,2026-08-19 09:00:00,Wednesday,heavy rain,23.1,0.68,high,3,Y/R,road segment,2,5,2.0,1
2026-09-03,third mainland bridge,oworonshole-adekunle,2026-08-19 12:24:00,2026-08-19 12:00:00,Monday,partly sunny,28.1,0.12,medium,2,Y/R,junction,0,5,1.0,2
2026-09-06,ikorodu road,unknown,2026-08-19 17:32:00,2026-08-19 17:00:00,Tuesday,partly sunny,28.2,0.05,high,3,R,mixed,1,2,2.0,3
2026-08-04,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 16:24:00,2026-08-19 16:00:00,Saturday,partly sunny,28.4,0.12,high,3,Y/R,junction,5,5,2.0,2
2026-08-21,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 14:21:00,2026-08-19 14:00:00,Saturday,cloudy,27.5,0.19,low,1,G,none evident,5,0,0.0,0
2026-08-31,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 21:32:00,2026-08-19 21:00:00,Saturday,partly sunny,27.8,0.06,low,1,G,road segment,5,0,0.0,1
2026-09-01,lagos-ibadan expressway,ojota-berger,2026-08-19 14:03:00,2026-08-19 14:00:00,Thursday,light rain,23.5,0.29,medium,2,G/Y/R,road segment,3,6,1.0,1
2026-09-01,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 20:11:00,2026-08-19 20:00:00,Saturday,partly sunny,26.6,0.1,low,1,G,road segment,5,0,0.0,1
2026-09-06,apapa-oshodi expressway,mile2-oshodi,2026-08-19 17:01:00,2026-08-19 17:00:00,Friday,light rain,25.0,0.37,high,3,R,mixed,4,2,2.0,3
2026-08-05,apapa-oshodi expressway,mile2-oshodi,2026-08-19 06:35:00,2026-08-19 06:00:00,Thursday,partly sunny,28.2,0.14,low,1,G/R,none evident,3,4,0.0,0
2026-08-28,funsho williams avenue,unknown,2026-08-19 20:28:00,2026-08-19 20:00:00,Saturday,partly sunny,25.2,0.14,low,1,G/Y,none evident,5,3,0.0,0
2026-08-19,funsho williams avenue,unknown,2026-08-19 09:43:00,2026-08-19 09:00:00,Friday,mostly cloudy,25.2,0.12,medium,2,G/Y,junction,4,3,1.0,2
2026-09-10,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 13:36:00,2026-08-19 13:00:00,Tuesday,partly sunny,27.7,0.1,medium,2,Y/R,junction,1,5,1.0,2
2026-09-12,apapa-oshodi expressway,mile2-oshodi,2026-08-19 20:07:00,2026-08-19 20:00:00,Saturday,cloudy,28.0,0.14,medium,2,Y,mixed,5,1,1.0,3
2026-08-19,third mainland bridge,oworonshole-adekunle,2026-08-19 07:29:00,2026-08-19 07:00:00,Thursday,partly sunny,26.7,0.08,high,3,G/Y/R,road segment,3,6,2.0,1
2026-08-02,funsho williams avenue,unknown,2026-08-19 20:47:00,2026-08-19 20:00:00,Friday,partly sunny,28.8,0.09,medium,2,G/Y,mixed,4,3,1.0,3
2026-08-25,lagos-badagry expressway,mile2-festac,2026-08-19 16:10:00,2026-08-19 16:00:00,Thursday,cloudy,27.6,0.15,high,3,R,road segment,3,2,2.0,1
2026-08-26,funsho williams avenue,unknown,2026-08-19 08:06:00,2026-08-19 08:00:00,Wednesday,partly sunny,28.3,0.06,medium,2,Y,junction,2,1,1.0,2
2026-08-14,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 13:37:00,2026-08-19 13:00:00,Thursday,heavy rain,24.1,0.64,low,1,G,road segment,3,0,0.0,1
2026-09-10,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 09:05:00,2026-08-19 09:00:00,Sunday,heavy rain,24.3,0.59,medium,2,Y,road segment,6,1,1.0,1
2026-08-23,lagos-ibadan expressway,ojota-berger,2026-08-19 12:24:00,2026-08-19 12:00:00,Thursday,light rain,25.8,0.23,medium,2,Y,road segment,3,1,1.0,1
2026-09-01,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 17:39:00,2026-08-19 17:00:00,Monday,mostly cloudy,26.8,0.13,high,3,R,junction,0,2,2.0,2
2026-09-08,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 12:56:00,2026-08-19 12:00:00,Sunday,heavy rain,22.9,0.66,low,1,G/Y,road segment,6,3,0.0,1
2026-09-05,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 16:12:00,2026-08-19 16:00:00,Wednesday,partly sunny,25.6,0.08,medium,2,Y,road segment,2,1,1.0,1
2026-08-02,funsho williams avenue,unknown,2026-08-19 14:52:00,2026-08-19 14:00:00,Saturday,light rain,24.0,0.37,low,1,G/R,road segment,5,4,0.0,1
2026-08-12,lagos-badagry expressway,mile2-festac,2026-08-19 08:09:00,2026-08-19 08:00:00,Thursday,light rain,23.3,0.34,high,3,Y/R,mixed,3,5,2.0,3
2026-08-30,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 06:57:00,2026-08-19 06:00:00,Tuesday,cloudy,27.2,0.1,low,1,G,none evident,1,0,0.0,0
2026-08-26,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 14:51:00,2026-08-19 14:00:00,Tuesday,heavy rain,23.6,0.83,low,1,G,none evident,1,0,0.0,0
2026-09-14,third mainland bridge,oworonshole-adekunle,2026-08-19 22:05:00,2026-08-19 22:00:00,Saturday,light rain,24.7,0.23,low,1,G,none evident,5,0,0.0,0
2026-08-25,lagos-ibadan expressway,ojota-berger,2026-08-19 12:31:00,2026-08-19 12:00:00,Saturday,heavy rain,23.5,0.66,low,1,G/Y,none evident,5,3,0.0,0
2026-08-01,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 15:33:00,2026-08-19 15:00:00,Tuesday,cloudy,27.1,0.12,medium,2,Y/R,road segment,1,5,1.0,1
2026-09-02,lagos-badagry expressway,mile2-festac,2026-08-19 09:48:00,2026-08-19 09:00:00,Thursday,partly sunny,27.9,0.14,high,3,Y/R,road segment,3,5,2.0,1
2026-08-23,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 18:20:00,2026-08-19 18:00:00,Wednesday,light rain,23.2,0.35,high,3,Y/R,mixed,2,5,2.0,3
2026-08-07,ikorodu road,unknown,2026-08-19 20:42:00,2026-08-19 20:00:00,Monday,cloudy,26.9,0.11,medium,2,Y,road segment,0,1,1.0,1
2026-08-01,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 19:04:00,2026-08-19 19:00:00,Wednesday,partly sunny,27.6,0.06,high,3,G/Y/R,junction,2,6,2.0,2
2026-08-11,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 08:07:00,2026-08-19 08:00:00,Monday,heavy rain,22.7,0.66,high,3,Y/R,junction,0,5,2.0,2
2026-08-15,third mainland bridge,oworonshole-adekunle,2026-08-19 07:31:00,2026-08-19 07:00:00,Thursday,heavy rain,23.3,0.69,high,3,R,road segment,3,2,2.0,1
2026-08-27,lagos-badagry expressway,mile2-festac,2026-08-19 16:09:00,2026-08-19 16:00:00,Saturday,cloudy,25.4,0.22,high,3,G/Y/R,road segment,5,6,2.0,1
2026-09-01,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 19:40:00,2026-08-19 19:00:00,Monday,light rain,23.4,0.27,medium,2,G/Y,road segment,0,3,1.0,1
2026-08-28,lagos-badagry expressway,mile2-festac,2026-08-19 07:08:00,2026-08-19 07:00:00,Wednesday,mostly cloudy,25.5,0.15,high,3,Y/R,junction,2,5,2.0,2
2026-09-15,ikorodu road,unknown,2026-08-19 16:19:00,2026-08-19 16:00:00,Tuesday,mostly cloudy,24.6,0.14,high,3,Y/R,junction,1,5,2.0,2
2026-08-06,third mainland bridge,oworonshole-adekunle,2026-08-19 09:39:00,2026-08-19 09:00:00,Friday,mostly cloudy,24.3,0.1,high,3,Y/R,mixed,4,5,2.0,3
2026-08-18,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 17:20:00,2026-08-19 17:00:00,Saturday,heavy rain,22.5,0.76,high,3,G/Y/R,road segment,5,6,2.0,1
2026-08-20,ikorodu road,unknown,2026-08-19 13:00:00,2026-08-19 13:00:00,Thursday,mostly cloudy,24.8,0.18,low,1,G/Y,road segment,3,3,0.0,1
2026-09-13,lagos-badagry expressway,mile2-festac,2026-08-19 22:40:00,2026-08-19 22:00:00,Sunday,cloudy,27.5,0.22,low,1,G/Y,none evident,6,3,0.0,0
2026-08-22,ikorodu road,unknown,2026-08-19 17:17:00,2026-08-19 17:00:00,Thursday,mostly cloudy,25.6,0.14,high,3,Y/R,road segment,3,5,2.0,1
2026-08-23,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 10:23:00,2026-08-19 10:00:00,Wednesday,cloudy,26.3,0.13,low,1,G/Y,road segment,2,3,0.0,1
2026-09-08,lagos-badagry expressway,mile2-festac,2026-08-19 20:08:00,2026-08-19 20:00:00,Friday,mostly cloudy,26.8,0.15,low,1,G,none evident,4,0,0.0,0
2026-09-02,third mainland bridge,oworonshole-adekunle,2026-08-19 12:10:00,2026-08-19 12:00:00,Friday,mostly cloudy,26.4,0.15,low,1,G/Y,none evident,4,3,0.0,0
2026-08-08,lagos-badagry expressway,mile2-festac,2026-08-19 10:42:00,2026-08-19 10:00:00,Saturday,light rain,25.8,0.26,low,1,G/Y,none evident,5,3,0.0,0
2026-08-08,lagos-ibadan expressway,ojota-berger,2026-08-19 17:03:00,2026-08-19 17:00:00,Tuesday,heavy rain,23.4,0.75,high,3,G/Y/R,road segment,1,6,2.0,1
2026-08-17,lagos-ibadan expressway,ojota-berger,2026-08-19 09:48:00,2026-08-19 09:00:00,Friday,cloudy,25.3,0.25,high,3,Y/R,mixed,4,5,2.0,3
2026-08-15,ikorodu road,unknown,2026-08-19 09:39:00,2026-08-19 09:00:00,Saturday,light rain,24.0,0.29,medium,2,G/Y/R,mixed,5,6,1.0,3
2026-08-14,lagos-badagry expressway,mile2-festac,2026-08-19 17:26:00,2026-08-19 17:00:00,Monday,light rain,25.5,0.32,high,3,R,road segment,0,2,2.0,1
2026-09-12,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 14:26:00,2026-08-19 14:00:00,Wednesday,cloudy,28.0,0.23,medium,2,G/Y/R,road segment,2,6,1.0,1
2026-08-23,ikorodu road,unknown,2026-08-19 20:10:00,2026-08-19 20:00:00,Thursday,partly sunny,26.7,0.14,medium,2,G/Y,junction,3,3,1.0,2
2026-09-03,lagos-ibadan expressway,ojota-berger,2026-08-19 21:00:00,2026-08-19 21:00:00,Saturday,heavy rain,22.4,0.55,low,1,G/R,road segment,5,4,0.0,1
2026-09-08,lagos-badagry expressway,mile2-festac,2026-08-19 17:16:00,2026-08-19 17:00:00,Saturday,partly sunny,26.3,0.06,high,3,R,mixed,5,2,2.0,3
2026-09-03,ikorodu road,unknown,2026-08-19 21:50:00,2026-08-19 21:00:00,Monday,light rain,25.0,0.29,low,1,G/R,none evident,0,4,0.0,0
2026-09-13,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 08:12:00,2026-08-19 08:00:00,Wednesday,cloudy,25.6,0.16,high,3,G/Y/R,junction,2,6,2.0,2
2026-08-23,lagos-ibadan expressway,ojota-berger,2026-08-19 19:16:00,2026-08-19 19:00:00,Tuesday,heavy rain,23.5,0.75,high,3,Y/R,mixed,1,5,2.0,3
2026-08-08,funsho williams avenue,unknown,2026-08-19 12:02:00,2026-08-19 12:00:00,Sunday,mostly cloudy,24.3,0.16,low,1,G/Y,none evident,6,3,0.0,0
2026-08-08,third mainland bridge,oworonshole-adekunle,2026-08-19 19:29:00,2026-08-19 19:00:00,Monday,partly sunny,26.9,0.08,high,3,G/Y/R,road segment,0,6,2.0,1
2026-09-04,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 20:56:00,2026-08-19 20:00:00,Friday,partly sunny,26.8,0.09,low,1,G,road segment,4,0,0.0,1
2026-09-01,apapa-oshodi expressway,mile2-oshodi,2026-08-19 18:30:00,2026-08-19 18:00:00,Wednesday,mostly cloudy,26.6,0.16,high,3,R,road segment,2,2,2.0,1
2026-08-28,lagos-badagry expressway,mile2-festac,2026-08-19 09:37:00,2026-08-19 09:00:00,Tuesday,light rain,24.4,0.31,medium,2,Y/R,mixed,1,5,1.0,3
2026-08-21,apapa-oshodi expressway,mile2-oshodi,2026-08-19 13:35:00,2026-08-19 13:00:00,Monday,mostly cloudy,24.5,0.11,medium,2,Y/R,junction,0,5,1.0,2
2026-08-06,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 07:15:00,2026-08-19 07:00:00,Wednesday,heavy rain,23.6,0.71,high,3,Y/R,mixed,2,5,2.0,3
2026-08-27,third mainland bridge,oworonshole-adekunle,2026-08-19 16:08:00,2026-08-19 16:00:00,Thursday,heavy rain,22.1,0.83,medium,2,Y/R,junction,3,5,1.0,2
2026-08-28,lagos-ibadan expressway,ojota-berger,2026-08-19 20:20:00,2026-08-19 20:00:00,Saturday,partly sunny,28.8,0.14,low,1,G,none evident,5,0,0.0,0
2026-08-28,lagos-badagry expressway,mile2-festac,2026-08-19 08:39:00,2026-08-19 08:00:00,Friday,mostly cloudy,26.7,0.11,high,3,G/Y/R,junction,4,6,2.0,2
2026-08-31,funsho williams avenue,unknown,2026-08-19 19:43:00,2026-08-19 19:00:00,Friday,cloudy,26.4,0.24,medium,2,Y,junction,4,1,1.0,2
2026-08-20,ikorodu road,unknown,2026-08-19 21:12:00,2026-08-19 21:00:00,Friday,light rain,23.6,0.39,low,1,G,none evident,4,0,0.0,0
2026-08-03,ikorodu road,unknown,2026-08-19 11:47:00,2026-08-19 11:00:00,Monday,cloudy,25.0,0.22,low,1,G/R,road segment,0,4,0.0,1
2026-08-16,lagos-ibadan expressway,ojota-berger,2026-08-19 18:40:00,2026-08-19 18:00:00,Monday,cloudy,25.1,0.2,high,3,G/Y/R,road segment,0,6,2.0,1
2026-08-24,third mainland bridge,oworonshole-adekunle,2026-08-19 16:26:00,2026-08-19 16:00:00,Saturday,partly sunny,27.8,0.13,high,3,R,mixed,5,2,2.0,3
2026-08-30,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 07:10:00,2026-08-19 07:00:00,Tuesday,mostly cloudy,25.9,0.18,high,3,R,junction,1,2,2.0,2
2026-09-15,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 08:25:00,2026-08-19 08:00:00,Monday,light rain,24.0,0.28,high,3,G/Y/R,junction,0,6,2.0,2
2026-08-16,funsho williams avenue,unknown,2026-08-19 18:25:00,2026-08-19 18:00:00,Tuesday,cloudy,26.4,0.12,high,3,G/Y/R,road segment,1,6,2.0,1
2026-09-04,third mainland bridge,oworonshole-adekunle,2026-08-19 16:32:00,2026-08-19 16:00:00,Friday,cloudy,26.9,0.14,high,3,R,mixed,4,2,2.0,3
2026-08-28,funsho williams avenue,unknown,2026-08-19 14:21:00,2026-08-19 14:00:00,Wednesday,cloudy,26.5,0.12,medium,2,G/Y,road segment,2,3,1.0,1
2026-08-07,ikorodu road,unknown,2026-08-19 22:54:00,2026-08-19 22:00:00,Thursday,cloudy,28.0,0.15,low,1,G/Y,none evident,3,3,0.0,0
2026-08-03,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 16:46:00,2026-08-19 16:00:00,Monday,heavy rain,24.1,0.7,high,3,G/Y/R,road segment,0,6,2.0,1
2026-09-10,third mainland bridge,oworonshole-adekunle,2026-08-19 19:34:00,2026-08-19 19:00:00,Thursday,light rain,25.0,0.26,high,3,Y/R,junction,3,5,2.0,2
2026-09-14,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 16:09:00,2026-08-19 16:00:00,Monday,cloudy,26.9,0.16,medium,2,G/Y,mixed,0,3,1.0,3
2026-08-12,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 16:08:00,2026-08-19 16:00:00,Tuesday,cloudy,27.0,0.11,high,3,R,junction,1,2,2.0,2
2026-09-06,ikorodu road,unknown,2026-08-19 14:26:00,2026-08-19 14:00:00,Monday,light rain,25.7,0.37,low,1,G/R,none evident,0,4,0.0,0
2026-08-23,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 07:16:00,2026-08-19 07:00:00,Tuesday,light rain,25.0,0.35,high,3,R,road segment,1,2,2.0,1
2026-08-30,funsho williams avenue,unknown,2026-08-19 20:59:00,2026-08-19 20:00:00,Monday,mostly cloudy,26.4,0.12,low,1,G/R,none evident,0,4,0.0,0
2026-08-14,lagos-badagry expressway,mile2-festac,2026-08-19 12:23:00,2026-08-19 12:00:00,Tuesday,cloudy,26.8,0.16,medium,2,G/Y/R,road segment,1,6,1.0,1
2026-08-07,funsho williams avenue,unknown,2026-08-19 17:10:00,2026-08-19 17:00:00,Friday,heavy rain,23.4,0.56,high,3,Y/R,road segment,4,5,2.0,1
2026-08-29,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 19:23:00,2026-08-19 19:00:00,Monday,cloudy,25.9,0.16,medium,2,G/Y,road segment,0,3,1.0,1
2026-09-01,lagos-badagry expressway,mile2-festac,2026-08-19 09:48:00,2026-08-19 09:00:00,Wednesday,heavy rain,23.1,0.59,high,3,Y/R,road segment,2,5,2.0,1
2026-08-23,ikorodu road,unknown,2026-08-19 08:55:00,2026-08-19 08:00:00,Tuesday,mostly cloudy,25.8,0.14,medium,2,G/Y,road segment,1,3,1.0,1
2026-09-07,ikorodu road,unknown,2026-08-19 15:06:00,2026-08-19 15:00:00,Sunday,heavy rain,23.5,0.65,medium,2,Y/R,road segment,6,5,1.0,1
2026-08-07,apapa-oshodi expressway,mile2-oshodi,2026-08-19 09:43:00,2026-08-19 09:00:00,Thursday,cloudy,27.9,0.18,medium,2,G/Y,mixed,3,3,1.0,3
2026-08-06,third mainland bridge,oworonshole-adekunle,2026-08-19 08:52:00,2026-08-19 08:00:00,Monday,mostly cloudy,26.3,0.12,medium,2,G/Y/R,mixed,0,6,1.0,3
2026-08-03,lagos-badagry expressway,mile2-festac,2026-08-19 14:49:00,2026-08-19 14:00:00,Tuesday,mostly cloudy,26.3,0.12,low,1,G,none evident,1,0,0.0,0
2026-08-25,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 19:56:00,2026-08-19 19:00:00,Tuesday,cloudy,26.6,0.18,high,3,Y/R,road segment,1,5,2.0,1
